rate_hz,band,band_nominal_hz,level_db,b0,b1,b2,a1_negated,a2_negated
192000,3,2500,4,0.0174336117,0,-0.0174336117,1.9338969,-0.940387011
192000,3,2500,3,0.013584529,0,-0.013584529,1.92767239,-0.934141636
192000,3,2500,2,0.00969861075,0,-0.00969861075,1.91864669,-0.925085664
192000,3,2500,1,0.0052991272,0,-0.0052991272,1.90674317,-0.913142204
192000,3,2500,0,0,0,0,0,0
192000,3,2500,-1,-0.0052711945,0,0.0052711945,1.8966924,-0.903057635
192000,3,2500,-2,-0.00960545056,0,0.00960545056,1.90021729,-0.906594396
192000,3,2500,-3,-0.0134024629,0,0.0134024629,1.90183675,-0.908219337
192000,3,2500,-4,-0.0171348881,0,0.0171348881,1.90075982,-0.907138705
192000,3,2500,-5,-0.0207488183,0,0.0207488183,1.89881027,-0.90518266
192000,3,2500,-6,-0.0241845306,0,0.0241845306,1.89666641,-0.903031647
192000,3,2500,-7,-0.0282531437,0,0.0282531437,1.89152908,-0.897877097
192000,3,2500,-8,-0.0324688777,0,0.0324688777,1.88578212,-0.892110765
192000,3,2500,-9,-0.0368705615,0,0.0368705615,1.87939847,-0.885705769
192000,3,2500,-10,-0.0414950736,0,0.0414950736,1.87234545,-0.878628969
192000,4,6300,10,0.105272189,0,-0.105272189,1.86233604,-0.902628422
192000,4,6300,9,0.0929506719,0,-0.0929506719,1.85757613,-0.897765577
192000,4,6300,8,0.0813459381,0,-0.0813459381,1.85231578,-0.892391443
192000,4,6300,7,0.0703463331,0,-0.0703463331,1.84647179,-0.886421025
192000,4,6300,6,0.0598405674,0,-0.0598405674,1.83994114,-0.879749179
192000,4,6300,5,0.0509875454,0,-0.0509875454,1.82939398,-0.868973672
192000,4,6300,4,0.0417959467,0,-0.0417959467,1.81775391,-0.857081771
192000,4,6300,3,0.0324221924,0,-0.0324221924,1.80378997,-0.842815816
192000,4,6300,2,0.0229983497,0,-0.0229983497,1.78376293,-0.82235539
192000,4,6300,1,0.0124598341,0,-0.0124598341,1.75774181,-0.795771301
192000,4,6300,0,0,0,0,0,0
192000,4,6300,-1,-0.0123064974,0,0.0123064974,1.73611021,-0.773671687
192000,4,6300,-2,-0.0224813167,0,0.0224813167,1.74366164,-0.781386435
192000,4,6300,-3,-0.0314040072,0,0.0314040072,1.74714375,-0.784943998
192000,4,6300,-4,-0.0401191302,0,0.0401191302,1.74482715,-0.782577276
192000,4,6300,-5,-0.0485139377,0,0.0485139377,1.74064291,-0.778302431
192000,4,6300,-6,-0.0564618558,0,0.0564618558,1.73605466,-0.773615003
192000,4,6300,-7,-0.0657229647,0,0.0657229647,1.72511625,-0.762439847
192000,4,6300,-8,-0.0752265602,0,0.0752265602,1.71297252,-0.750033379
192000,4,6300,-9,-0.0850456208,0,0.0850456208,1.69959736,-0.736368895
192000,4,6300,-10,-0.095245488,0,0.095245488,1.68495691,-0.721411645
192000,5,16000,10,0.240253076,0,-0.240253076,1.53960073,-0.777777791
192000,5,16000,9,0.211439878,0,-0.211439878,1.53064954,-0.767441869
192000,5,16000,8,0.184376389,0,-0.184376389,1.52082515,-0.756097555
192000,5,16000,7,0.158810407,0,-0.158810407,1.50999296,-0.743589759
192000,5,16000,6,0.134494916,0,-0.134494916,1.49798989,-0.729729712
192000,5,16000,5,0.113783538,0,-0.113783538,1.478827,-0.707602322
192000,5,16000,4,0.0925463885,0,-0.0925463885,1.45799208,-0.683544278
192000,5,16000,3,0.0711271614,0,-0.0711271614,1.43342137,-0.655172408
192000,5,16000,2,0.0497933477,0,-0.0497933477,1.39896405,-0.615384638
192000,5,16000,1,0.0265257508,0,-0.0265257508,1.35551798,-0.565217376
192000,5,16000,0,0,0,0,0,0
192000,5,16000,-1,-0.0258403178,0,0.0258403178,1.32049096,-0.52477169
192000,5,16000,-2,-0.0474315733,0,0.0474315733,1.33260906,-0.538764358
192000,5,16000,-3,-0.0664040297,0,0.0664040297,1.33823645,-0.545262277
192000,5,16000,-4,-0.084707059,0,0.084707059,1.33448994,-0.540936232
192000,5,16000,-5,-0.10215947,0,0.10215947,1.3277508,-0.533154607
192000,5,16000,-6,-0.118550472,0,0.118550472,1.3204025,-0.524669468
192000,5,16000,-7,-0.137046054,0,0.137046054,1.30305445,-0.504637659
192000,5,16000,-8,-0.155673817,0,0.155673817,1.28407252,-0.482719153
192000,5,16000,-9,-0.174536005,0,0.174536005,1.26349604,-0.458959609
192000,5,16000,-10,-0.193712935,0,0.193712935,1.24136007,-0.4333992
